utterance_id,noise_samples_beginning_16k,noise_sample_end_16k,target_speaker1_snr_db
01to030v_0.76421_20ga010m_-0.76421.wav,26079,12078,3.8823082491980543
40ec020o_1.3218_20ca010n_-1.3218.wav,10626,23954,1.6589646061223098
20lo010m_0.13154_01mc020p_-0.13154.wav,5905,27723,-0.03540016621256559
02bc0206_1.1297_01ta0107_-1.1297.wav,31954,22464,2.9070238298650573
01ea010c_0.67547_20la010h_-0.67547.wav,12470,29134,1.2762019198917685
20ba010t_0.66115_025o0304_-0.66115.wav,20933,22078,2.1736800374471272
40oo030x_1.0228_016a010p_-1.0228.wav,2773,5017,-1.9154922388879854
408c021e_1.5868_406a010d_-1.5868.wav,1037,10017,1.4167362098140712
40fc0201_1.9564_017o030p_-1.9564.wav,26004,6168,0.9638887616149523
01go0313_0.87834_40lc020q_-0.87834.wav,332,29387,3.148150442898743
20qc010k_2.3831_20ic010b_-2.3831.wav,21247,27999,2.3781332561936672
407a010o_0.11303_401a010j_-0.11303.wav,8796,27012,-1.6685587998186113
20na0103_1.8044_01sa0102_-1.8044.wav,17790,6242,2.167313865531212
406a0110_0.10508_40po030t_-0.10508.wav,15031,5858,-0.10573571342979537
40fo030a_1.9655_40ka0114_-1.9655.wav,13126,8053,0.7630490046230243
013o0310_1.4554_20qc010e_-1.4554.wav,31861,18344,-0.5381351728916828
016o030s_1.2538_01io0310_-1.2538.wav,1872,8370,-0.2169120799229427
40gc020m_0.50294_20ua010z_-0.50294.wav,20424,17726,0.44300879884609046
40cc0205_1.9427_01ga0107_-1.9427.wav,21378,9743,1.0757550551804504
406o0310_2.1274_209o010o_-2.1274.wav,7459,21082,1.881266743930846
40eo030g_0.54807_017c0210_-0.54807.wav,26188,29698,5.760553188830842
024c0202_0.077249_022a010v_-0.077249.wav,26291,5545,-2.949084479980556
01jc020b_1.8244_016o0313_-1.8244.wav,5328,12033,-1.5194559105157677
40ic020x_1.3084_20oo0106_-1.3084.wav,29248,6439,-0.1314794311055123
20na010y_0.39839_029a010l_-0.39839.wav,12896,4816,-1.9728852583894037
01ao0312_1.6447_20ao0102_-1.6447.wav,24370,15523,-2.5472472253052416
204o0109_0.45414_01ra0111_-0.45414.wav,30759,17442,-0.12124345383887647
20bo0106_0.84018_01wo030z_-0.84018.wav,6657,13331,3.527934570765221
01lo030u_2.1317_209a010u_-2.1317.wav,2964,3942,3.944144643582332
01ko030v_2.0083_019a0105_-2.0083.wav,20966,15509,-0.24359055944824748
01da010w_2.4789_20ja010v_-2.4789.wav,3372,2120,-1.796950072395465
20rc0108_1.7956_027o030p_-1.7956.wav,1884,23504,3.970809088835596
40hc020g_1.9303_40oa010i_-1.9303.wav,14023,13978,-1.0987987748239472
20ga010c_2.333_40oo030b_-2.333.wav,8,29691,-1.205009846280857
029c020t_0.79885_01bo0312_-0.79885.wav,7321,29662,-2.766701905195374
20mc010h_2.2427_20ho0102_-2.2427.wav,4978,22951,1.3958643080691724
20qa0112_1.9703_013c020h_-1.9703.wav,24167,12586,-2.2665186377584425
20gc010k_1.0331_01oo0318_-1.0331.wav,17882,24265,-1.9812851667501055
01oo0318_2.2401_01rc020s_-2.2401.wav,3344,29125,0.9029837735523203
20ma010a_2.2252_404a0113_-2.2252.wav,30059,7668,-0.4717424657375888
20cc0102_0.31443_01dc020b_-0.31443.wav,15144,20235,1.7870989501558707
02ac020d_0.7149_01wo030s_-0.7149.wav,11094,14066,-2.1484155854571694
028a010i_1.9025_208a010p_-1.9025.wav,30349,9178,3.5954507939660685
01so030j_1.0471_40jo031f_-1.0471.wav,3813,10458,3.3576307790655147
016o031f_1.4357_20ha010p_-1.4357.wav,7690,19342,3.7514031907137717
40ao030w_2.4697_20vc010a_-2.4697.wav,16891,2295,-1.9736690535829762
20hc010m_1.6384_40ka010d_-1.6384.wav,22736,12749,0.15917026962371628
02ec0213_0.78627_20oa0113_-0.78627.wav,3721,17905,1.5857931060680848
02ac020z_0.39811_40nc020r_-0.39811.wav,17105,22261,0.20281855373739255
012a0108_2.4679_023o0316_-2.4679.wav,30602,27984,-0.8485503806578762
01to030t_1.0846_019a010z_-1.0846.wav,2963,24135,4.074776549732319
01vo0301_0.87121_018o030i_-0.87121.wav,7244,10522,-2.4584781266969227
028o030d_2.3669_20pc010l_-2.3669.wav,8290,24253,-1.4573151332796876
408o030o_2.0366_20qc0106_-2.0366.wav,10399,17810,0.8918160528369423
01jc020c_0.5982_024c020t_-0.5982.wav,3334,16483,-0.9264207186176421
20kc010n_0.11278_40fa010q_-0.11278.wav,29036,6129,-1.6127921440338913
016c020h_0.81394_40ma0101_-0.81394.wav,20501,11977,4.128258426334854
20io010i_0.88003_01qa010t_-0.88003.wav,8934,864,3.6849846860430127
20ea0101_1.7086_01fo0315_-1.7086.wav,14207,22881,5.17193208040524
403o030r_1.8807_20ca010b_-1.8807.wav,26560,1236,5.923396666891689
20ha0113_1.9943_017o030u_-1.9943.wav,31617,13308,1.7404218426812461
01bo030q_0.11999_01ca010t_-0.11999.wav,14763,5620,2.8658070705035357
20pa0102_2.0213_20ia010h_-2.0213.wav,1737,3266,-2.458393460469547
405c020p_1.5985_01fo0314_-1.5985.wav,29589,22989,-1.1061311543360057
403c0210_1.5385_40hc0214_-1.5385.wav,25324,7389,4.447878962191268
01pc020h_1.7597_029o030f_-1.7597.wav,7942,19295,2.1594960341943636
20ea010t_1.9424_02bo030a_-1.9424.wav,29931,15255,-1.1092294331899035
405o030e_1.4762_20uo010m_-1.4762.wav,13445,30958,3.4750249004279237
40cc020i_0.97471_01mo030s_-0.97471.wav,83,25205,-0.3765429087826333
208a010y_1.0805_40oo0308_-1.0805.wav,29634,8916,4.1312705158187635
024o0315_0.7538_205c010c_-0.7538.wav,25019,23567,3.5730333623811976
01dc020m_0.42589_20ic010b_-0.42589.wav,18699,9280,5.935299783018408
023o030r_2.0113_20ta0109_-2.0113.wav,21368,30474,2.0960094146767227
20vc010a_1.5047_01mc020p_-1.5047.wav,1743,22817,2.0286377727832505
011c020m_0.036278_20cc0102_-0.036278.wav,23075,21701,2.4087900709230317
01ka010w_0.20049_028o0301_-0.20049.wav,31185,8886,3.902397735952504
02ba0111_0.85504_209a0112_-0.85504.wav,18041,24913,2.758670449723109
01lc020g_0.01606_404a010q_-0.01606.wav,7865,7539,2.9188983637335433
404o030w_1.8055_017o0310_-1.8055.wav,11511,18152,5.547773720667417
02ca010u_1.9186_20pc010n_-1.9186.wav,10559,16862,-0.3150278925486978
014o030m_2.2162_020c020f_-2.2162.wav,1064,16005,-2.8405109657396057
20ia010x_0.69599_20mc0101_-0.69599.wav,261,12705,1.022735700530908
409c0203_2.311_023c021c_-2.311.wav,14005,20051,0.026802245545133996
405c0210_1.8636_01do030n_-1.8636.wav,13028,16758,-0.4564623989707006
40na0105_1.8865_40mo030q_-1.8865.wav,17781,25271,0.7736194804664285
01pc020n_1.57_205o010p_-1.57.wav,28095,10661,1.158757018328715
406c020b_2.3652_01io030j_-2.3652.wav,29853,9273,5.088294079477523
01zo0316_2.2096_20kc010f_-2.2096.wav,4888,31948,3.6307043152513003
40bo0315_1.5304_205a010q_-1.5304.wav,14947,11673,2.606827663339838
015c020c_1.6883_20ro0104_-1.6883.wav,12359,22053,5.056236929081294
01gc020h_0.16659_408o030w_-0.16659.wav,12571,29208,3.1582740528801168
40nc0213_1.2076_40hc020u_-1.2076.wav,30521,2124,-1.80230257304542
20uo010n_1.1236_01va010d_-1.1236.wav,3990,7273,4.933294032427504
209c010b_0.81324_205a010l_-0.81324.wav,8345,4852,1.947321148511831
20sc0107_1.2114_01pc020h_-1.2114.wav,31512,23182,0.8384403625498846
019a010e_2.1817_20fa010i_-2.1817.wav,1322,21661,-2.9585444647300827
40eo030m_1.0915_02ac0212_-1.0915.wav,1594,11303,4.830737073790531
20ga010u_0.8665_01zo030a_-0.8665.wav,29616,3095,5.886683207256548
40lc020e_0.46536_405o031f_-0.46536.wav,29436,15952,5.046509816886761
02do030g_2.0736_01vc020g_-2.0736.wav,7752,18576,1.1639368184951753
20cc0108_2.0512_01go031b_-2.0512.wav,28122,26305,1.9853518649444855
019c021g_0.12396_01go0312_-0.12396.wav,31164,10826,3.9046862964961866
40ko0301_1.9885_01bc020m_-1.9885.wav,30010,15740,-0.04242344515835228
40ja010p_0.81501_024a010w_-0.81501.wav,21463,6383,5.320866685580185
20ca010n_1.9915_40lo031b_-1.9915.wav,20727,23337,1.376015826894995
20aa010y_1.9309_20ra0102_-1.9309.wav,23666,12967,-1.9848323846260127
01da010v_0.35959_026a010v_-0.35959.wav,5480,9688,-1.2720483557337667
40ba010w_2.2789_023c021d_-2.2789.wav,15510,30120,-2.950823243022404
20hc010p_1.0421_40hc020r_-1.0421.wav,30652,9400,4.099886011596025
20ua010n_0.43661_020c0212_-0.43661.wav,1113,4626,0.6508710532274291
02ao0315_0.54557_40ma010x_-0.54557.wav,11204,23943,0.25630780819496835
40jc0211_1.1834_40oo030h_-1.1834.wav,982,14459,-1.103630796444357
018c020h_1.5561_40na010t_-1.5561.wav,12992,28869,2.2621725229211602
014a0109_2.1518_021c021f_-2.1518.wav,7399,20742,5.773279422000812
405c0207_1.899_01io030a_-1.899.wav,12957,11304,-2.420834377436605
01vo0319_0.58322_01uo030x_-0.58322.wav,20513,26688,0.7436393365286111
023c0207_1.9739_01fc020v_-1.9739.wav,24201,9455,2.9528212252060477
01ko0306_0.77372_026a0103_-0.77372.wav,28910,8291,1.3710529038257322
020o030v_0.17709_40do031d_-0.17709.wav,25191,25772,5.782335830271704
01xc0217_0.11323_20oo010r_-0.11323.wav,14037,884,2.949128160726545
20kc010c_0.55035_40mo030k_-0.55035.wav,13164,24544,1.4028202300812822
020o030x_0.22644_409o030h_-0.22644.wav,29490,15326,-0.2511362397077157
01gc0204_0.72029_01ba010e_-0.72029.wav,13770,5927,2.605494493038864
40ba010k_1.1953_01dc020b_-1.1953.wav,30460,5822,-2.1964152704190654
40lo030f_1.7517_20ko0105_-1.7517.wav,31175,21770,0.42504677764213383
206o0109_1.5845_020o030u_-1.5845.wav,16370,14927,0.41692372251142995
013o0304_0.67146_20bo010r_-0.67146.wav,8557,27026,0.7542854112057045
01mc020u_0.23258_40jc020l_-0.23258.wav,1267,9433,-1.4060631015218519
20uo010r_1.7957_02cc020q_-1.7957.wav,16231,4438,1.549138356605531
20ao010h_1.4187_20ic0106_-1.4187.wav,15152,7040,4.013438391219768
40ka0105_0.59774_40jo031f_-0.59774.wav,15423,27892,3.175424871060957
021c020n_1.3368_01do0306_-1.3368.wav,28872,19211,5.7755001193869155
40oo030h_0.26031_209a010r_-0.26031.wav,9961,15945,3.8194197211185665
017c021g_2.0896_40ia0110_-2.0896.wav,16996,4486,-2.739790409537175
017c020t_2.2646_206a010i_-2.2646.wav,26257,26008,2.7273213442545305
40oc0205_1.2124_20oo010h_-1.2124.wav,3721,13247,4.208968582443482
01ta010i_2.2191_407o0314_-2.2191.wav,10402,5156,-0.8527065362373465
20sc010a_0.16195_01gc0216_-0.16195.wav,6896,17660,5.821832777678324
019a010s_1.9942_01bo030k_-1.9942.wav,24762,19215,0.7432846079339961
208c010a_1.2416_20bo0106_-1.2416.wav,26320,8079,4.246807688169632
01vc020z_1.0919_029c020w_-1.0919.wav,17229,31711,1.7502519655636437
016o030s_1.3998_40ho030u_-1.3998.wav,12974,30065,1.2930376576315732
02ba010q_0.063194_40kc020f_-0.063194.wav,16679,7349,4.810827207426996
40pc020p_1.5315_01na0114_-1.5315.wav,8208,2526,4.858176450603776
20va010f_0.086183_02ca0113_-0.086183.wav,327,28436,4.863828848570393
407o0314_2.3027_404c020b_-2.3027.wav,30543,16473,5.724917011552304
20ia0102_1.8662_40ea010l_-1.8662.wav,113,13408,5.584828470727805
01fo0301_1.7503_20ma0104_-1.7503.wav,23478,8161,3.84756995682874
01ma0101_2.0767_20ha0109_-2.0767.wav,13446,14888,1.2737361092018569
029c021f_2.3951_40oo0311_-2.3951.wav,20910,7931,3.0861268371744908
40mc020f_1.7798_02ac020h_-1.7798.wav,4476,27816,3.1251665452549737
014c0208_1.0445_20ba010m_-1.0445.wav,13712,24553,3.846900997157366
011c0212_0.7385_40oo0312_-0.7385.wav,22647,17617,1.5464423686105802
40do030v_1.6276_40la010k_-1.6276.wav,15531,12666,3.3157253009922965
024o030f_1.1807_40ac0207_-1.1807.wav,1337,9292,1.237008624261179
027o030j_0.41143_01mc021e_-0.41143.wav,6926,2210,2.677473247605003
40no0315_1.0444_204o010q_-1.0444.wav,338,5626,-2.7875243553326614
01eo030k_0.34771_40lo0310_-0.34771.wav,13175,27938,3.0283421359930207
01ro030b_0.66219_02ao0307_-0.66219.wav,30098,11581,2.101058798729998
20fo010i_0.034213_20lc0109_-0.034213.wav,27770,15215,-2.5951087773998864
012o030h_0.69395_20lc0107_-0.69395.wav,10318,1374,4.748467696024172
40lc020a_2.4583_40kc020n_-2.4583.wav,19596,22938,1.6140462843037362
021o0308_0.73355_01na010c_-0.73355.wav,18045,28892,0.8608716151947773
20to0102_1.06_20pa010j_-1.06.wav,9430,7164,5.372178840469573
204o010h_1.4296_40ea0107_-1.4296.wav,11873,23483,2.2324809158515997
02ca010k_1.0119_207c010m_-1.0119.wav,10047,25663,3.637967398664406
401a010g_1.7602_20ro010p_-1.7602.wav,566,17108,2.4833613649769184
20co010m_0.35047_20kc0105_-0.35047.wav,14521,21556,-2.0868393469665127
018c020j_1.8243_01wo0319_-1.8243.wav,31481,2186,3.7307632452140993
40lo031f_0.68586_403a0111_-0.68586.wav,18418,19617,0.38586964064422125
01so030z_0.6047_20oa010y_-0.6047.wav,11802,2428,1.7455985204561317
20ea010d_1.9065_40dc020z_-1.9065.wav,18595,30189,5.211485764387479
025o0304_0.38119_20ic0106_-0.38119.wav,26013,1788,5.136928445681635
021a0105_2.1798_01ca010i_-2.1798.wav,11386,1905,0.4229300841444248
20mo010q_0.82191_20da010t_-0.82191.wav,6011,13252,-2.366275423476756
408o030z_1.8686_01fa010u_-1.8686.wav,3144,22626,-2.6148928600672843
20gc0102_0.21573_01ko0315_-0.21573.wav,30407,10454,-2.0862711268806837
20ga010m_0.14161_204o0104_-0.14161.wav,10201,4608,-2.6129143320925445
40ga010q_1.9772_01xa010w_-1.9772.wav,28825,3206,-1.0006901231383551
02dc0202_0.065474_012c020z_-0.065474.wav,14245,820,-0.8648157890553589
20ca0112_0.92581_01fo0314_-0.92581.wav,5084,21001,0.8091706740875684
207o010g_1.1414_016o0309_-1.1414.wav,6248,25825,0.16106483706966523
017o0314_1.5849_01bo030k_-1.5849.wav,21774,25803,1.7215013304056992
20ga010d_1.6583_20la0113_-1.6583.wav,27230,23962,1.3951815939766776
40bo030o_2.0693_01tc020a_-2.0693.wav,4740,7173,-1.0479269384376866
01xc020n_1.4704_01pa010f_-1.4704.wav,11969,488,1.302280014115837
20oc0101_0.70217_012c0207_-0.70217.wav,6195,7990,-2.9250585171414127
019o030n_1.6943_028o030a_-1.6943.wav,3782,7627,4.040944176394682
01bo0312_0.69459_408a010m_-0.69459.wav,12105,10267,1.9588965230576125
20ka010l_0.16412_405c021e_-0.16412.wav,9371,3065,-0.08526283541463675
40ec020r_1.5601_01yo0302_-1.5601.wav,26564,30632,2.0776363013148353
20oc0102_2.171_024c0212_-2.171.wav,27792,22499,-1.6363894090388484
40hc0214_0.28715_20co0102_-0.28715.wav,20198,5899,2.379276760552462
01xc020o_2.4081_01aa010d_-2.4081.wav,28699,30467,-2.4899156781430514
01lo030h_1.1394_02do0308_-1.1394.wav,31880,17785,3.7803248359308785
20ta0109_1.3824_20ho0104_-1.3824.wav,5974,10329,-0.10204445238887727
029a0111_0.18291_40go030x_-0.18291.wav,30222,11961,2.8588926351611317
013o030j_2.0826_40ma0109_-2.0826.wav,5620,9708,-0.6220000806673327
20tc0108_1.3947_018c020h_-1.3947.wav,7916,20451,-2.1526988949023163
20oa010y_1.3682_204c010k_-1.3682.wav,3763,9367,-0.8229076996543663
029o030o_1.2526_01so030z_-1.2526.wav,19910,19008,2.3567744954107734
020a010i_0.92609_021c020s_-0.92609.wav,14435,27047,5.031224739317286
020o030x_1.5063_01rc0213_-1.5063.wav,29469,18795,2.2652642366448603
013a010n_1.1129_01ja010s_-1.1129.wav,4017,7805,1.3796944579969743
01cc0218_2.4961_014c0208_-2.4961.wav,15381,19535,5.623478266931116
20nc010i_2.4365_40pa0101_-2.4365.wav,29374,29694,-2.6783463988541247
20io010d_1.229_20va010s_-1.229.wav,28463,12182,-2.9457869395792775
40ao030r_0.36454_40ja010n_-0.36454.wav,9185,12266,-0.8491394692308982
40oo0314_1.9966_01oc0216_-1.9966.wav,24007,6757,-1.5024457817633943
40dc021g_1.4118_01xa010v_-1.4118.wav,4438,16899,4.139755081920729
20ta010z_0.18153_40lc020z_-0.18153.wav,15136,19517,-0.4207769228294791
40no030k_1.4844_01jc020z_-1.4844.wav,17781,1355,-1.7990168636944386
018c020j_1.0105_01wo030q_-1.0105.wav,20237,31768,-2.9355528948356264
01sa0106_1.8533_01cc020f_-1.8533.wav,12712,563,3.82385200731363
40aa0111_1.0238_40nc020b_-1.0238.wav,4322,19463,-1.650812678697368
20ca0112_0.58251_01ec020t_-0.58251.wav,16147,18199,-2.8776791377911777
409a010e_1.5147_209a010s_-1.5147.wav,21174,20464,4.46064864922847
40po030u_1.8502_40hc0205_-1.8502.wav,6623,10554,-0.4344163917192718
01uo030c_0.4932_20pa010g_-0.4932.wav,25670,17468,2.9403578090872733
409a010o_1.8185_01uc0202_-1.8185.wav,18537,7178,-1.852348727612723
40ac0214_2.4098_20fa010i_-2.4098.wav,8418,5900,0.06945883152051735
01nc020j_0.70921_013c0208_-0.70921.wav,21042,25361,3.187230224053743
02ac020z_1.3443_40ia010l_-1.3443.wav,2005,7612,-2.6562678038011636
027c0216_1.886_40gc0206_-1.886.wav,16203,19269,-0.5769964132952237
40do030k_1.1622_404c021a_-1.1622.wav,25,15481,5.986600657460809
206a010y_0.26238_20ic010n_-0.26238.wav,5343,18142,5.233847653310102
01yo0311_2.4017_205c010c_-2.4017.wav,13707,31820,3.300242982454977
01gc020v_0.61971_20aa010f_-0.61971.wav,30609,10405,3.3653310436193147
406c020c_1.0653_40dc020g_-1.0653.wav,23254,7371,5.788120165294135
01nc020e_0.2683_208a010p_-0.2683.wav,23166,26266,-0.13715660340300406
029a0111_0.64394_024c0212_-0.64394.wav,25468,5038,3.473737242900132
01eo031e_2.1243_01qo030t_-2.1243.wav,1656,29900,-1.3191234696328484
01ia010t_1.0445_20uo0107_-1.0445.wav,26140,27734,-0.5252394565161556
40po030n_0.076222_028c020n_-0.076222.wav,19060,8195,2.0251194548713745
20go0105_1.0614_40ec020h_-1.0614.wav,6326,1239,2.439863551142748
40bc0206_1.1612_023c021d_-1.1612.wav,23216,15465,5.644065901193052
01ra010u_2.0869_028o030m_-2.0869.wav,22929,13542,4.655887375471588
40lo030r_0.9962_018o030q_-0.9962.wav,29928,7564,-0.30022523093807374
02ao0313_2.086_207o010p_-2.086.wav,2958,28858,1.7896590107476502
014o030p_2.1229_02eo0316_-2.1229.wav,1427,15193,4.587618986046034
01ca0108_0.36375_01uc020s_-0.36375.wav,31480,5121,5.298751577032009
022o030t_1.4532_40eo030c_-1.4532.wav,7622,19837,0.5079769150827693
01sa0102_0.29075_20ra010b_-0.29075.wav,21456,4685,-0.6917007112689397
401a0105_0.22769_40cc0219_-0.22769.wav,31138,8580,-1.2981256899852678
01yc0211_0.22505_20mc010a_-0.22505.wav,12886,15568,2.0542834216510073
40po030g_1.2589_20lo0109_-1.2589.wav,29516,31261,4.245631287450573
011o031b_1.8_206a010u_-1.8.wav,5302,7094,0.5608609321917521
02cc020m_2.3106_01yo030j_-2.3106.wav,15291,25214,-0.14990535391324133
20lc0106_0.20075_40ia0113_-0.20075.wav,878,10222,-1.7758380348154157
40oo031b_0.27928_40no030n_-0.27928.wav,6441,16065,-1.864550055713893
40no0302_0.68756_207a0108_-0.68756.wav,19530,22370,2.9288007779115937
40lo0319_1.3349_401a010y_-1.3349.wav,28356,2502,0.7314388909155509
20va010j_1.2793_01rc020a_-1.2793.wav,1785,29519,-0.17672599343268747
01gc020d_1.9686_012a010k_-1.9686.wav,11854,3934,1.9100515494864725
409c0213_1.377_405o0305_-1.377.wav,25783,10290,5.32407269522729
016o030l_0.73357_40fo030r_-0.73357.wav,13580,21605,2.8029443140245593
01pc0219_0.94465_01wa010m_-0.94465.wav,10828,713,1.3353084279916239
